textID,original,sentiment,prefix,completion,combined,cosine_sim
6fa5a04599,http://twitpic.com/4wtii - new hair going to greeattt use!,positive,<sentiment: positive>http://twitpic.com/4wtii, - I love my new background!  Thanks!,<sentiment: positive>http://twitpic.com/4wtii - I love my new background!  Thanks!,0.1898224800825119
d54d4de7e5,Test another update... sorry for bothering all of u guys,negative,<sentiment: negative>Test another update... sorry, for the spamming.,<sentiment: negative>Test another update... sorry for the spamming.,0.08991263806819916
71f389a974,Calling it a night .... talk to yall tomorrow,neutral,<sentiment: neutral>Calling it a night...., Goodnight to all my tweeters,<sentiment: neutral>Calling it a night.... Goodnight to all my tweeters,0.4787215292453766
7b05d819ee,  that sucks,negative,<sentiment: negative>that, is so sad,<sentiment: negative>that is so sad,0.2846839427947998
1e32ad1b17,Happy Mothers` Day to my mom and all the mothers in the world,positive,<sentiment: positive>Happy Mothers` Day to my mom, and all the moms out there!,<sentiment: positive>Happy Mothers` Day to my mom and all the moms out there!,0.38215869665145874
e89cbe91e0,i want to join drama practice today but i can`t,neutral,<sentiment: neutral>i want to join drama, club but i have no money,<sentiment: neutral>i want to join drama club but i have no money,0.17179089784622192
b22895c538,#3breakupwords you have changed,neutral,<sentiment: neutral>#3breakup, with the boyfriend.,<sentiment: neutral>#3breakup with the boyfriend.,0.03915354609489441
8353cc778e, oh ok  well im sendin lots of love ****,positive,<sentiment: positive>oh ok  well im, glad you like it!,<sentiment: positive>oh ok  well im glad you like it!,0.059497520327568054
10e991f020," nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",positive,"<sentiment: positive>nooooooooo....u never call me anymore  lol...but, i`ve been good too",. i`ve been busy. i`ve been working a lot. i love my job tho,"<sentiment: positive>nooooooooo....u never call me anymore  lol...but, i`ve been good too. i`ve been busy. i`ve been working a lot. i love my job tho",0.24650205671787262
128a73fbfd," i`ll get my size 40`s out now, straight to the post office  See you later, hun",neutral,<sentiment: neutral>i`ll get my size 40`s out now, lol.  i`ll be right back.,<sentiment: neutral>i`ll get my size 40`s out now lol.  i`ll be right back.,0.10367889702320099
a3c5d75bbb, did she tell you why she hasnt? i miss my boge.,negative,<sentiment: negative>did she tell you why she has, to go?  that sucks.,<sentiment: negative>did she tell you why she has to go?  that sucks.,0.052003223448991776
2b8fcaed04,_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,positive,<sentiment: positive>_possa Happy Happy Bday Baby Girl., Hope you have a wonderful day with your family.,<sentiment: positive>_possa Happy Happy Bday Baby Girl. Hope you have a wonderful day with your family.,0.296706885099411
37daa255ea, haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,positive,<sentiment: positive>haha i just realised it sounded a lot like stellllaaa,a!  i love you stellaaa!  <3,<sentiment: positive>haha i just realised it sounded a lot like stellllaaaa!  i love you stellaaa!  <3,0.1988283395767212
9508aeca0c,ok      Love you girls. but work beckons.  Will come back later for #twpp,neutral,<sentiment: neutral>ok      Love you girls. but work beckons,.  I`ll be back later.,<sentiment: neutral>ok      Love you girls. but work beckons.  I`ll be back later.,0.057780057191848755
5d47d76ed3, ... sounds like Jeff has the best job in the world!,positive,<sentiment: positive>... sounds like Jeff has the, right idea... good luck to you,<sentiment: positive>... sounds like Jeff has the right idea... good luck to you,0.05484670400619507
a0840086ab,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,negative,<sentiment: negative>just spent an hour trying to get the newborn bird in, the backyard to stop chirping.  I hate birds.,<sentiment: negative>just spent an hour trying to get the newborn bird in the backyard to stop chirping.  I hate birds.,0.3370015323162079
9f23e5d8f5,someone doesn`t feel good...,negative,<sentiment: negative>someone doesn`t, wanna go to work,<sentiment: negative>someone doesn`t wanna go to work,0.09813214838504791
c7a59f50c3,Good Morning people!!! Have a great day,positive,<sentiment: positive>Good Morning people!!!, Happy Mother`s Day!,<sentiment: positive>Good Morning people!!! Happy Mother`s Day!,0.39921024441719055
7ff53f335c, u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,neutral,<sentiment: neutral>u can see I just twitted them if its the real xmsir, http://twitpic.com/4w6j3 & 4,<sentiment: neutral>u can see I just twitted them if its the real xmsir http://twitpic.com/4w6j3 & 4,0.2713068425655365
e96c25a560,I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,negative,<sentiment: negative>I wish I could twitter from the BOOK EXPO, in BEA.  I am so jealous.,<sentiment: negative>I wish I could twitter from the BOOK EXPO in BEA.  I am so jealous.,0.11972448229789734
56c08b2df6," 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",positive,"<sentiment: positive>100,000 / 60 = 1667 words/day.  1667 / 10 = 167", words/hour.  I can do that.  I`m going to do that.  I will do that.,"<sentiment: positive>100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  I can do that.  I`m going to do that.  I will do that.",0.286125123500824
d08af78eef, in august with anberlin. they`re not headlining though  and yes there is a perth show,neutral,<sentiment: neutral>in august with anberlin. they`re not, coming to the uk  so i`m going there,<sentiment: neutral>in august with anberlin. they`re not coming to the uk  so i`m going there,0.03195744752883911
fdd3a09897,Got some new clothes  and series one of supernatural on dvd,neutral,<sentiment: neutral>Got some new clothes  and, now I`m going to work,<sentiment: neutral>Got some new clothes  and now I`m going to work,0.18400654196739197
aef284756a, SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),neutral,<sentiment: neutral>SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja, Boy Tell `Em)  http://tinyurl.com/c2y2tj,<sentiment: neutral>SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em)  http://tinyurl.com/c2y2tj,0.16336601972579956
84a2eb963a,I love Google`s Mothers day theme  http://tr.im/jtl8,positive,<sentiment: positive>I love Google`s Mothers day theme, http://tinyurl.com/cf2ykp,<sentiment: positive>I love Google`s Mothers day theme http://tinyurl.com/cf2ykp,0.15611478686332703
df2a0c498a,_tha lol  congrats!,positive,<sentiment: positive>_tha lol, thats so funny,<sentiment: positive>_tha lol thats so funny,0.1462550014257431
8230f9ad74,makin tea an its stressin me out,negative,<sentiment: negative>makin tea an," breakfast, im so hungry","<sentiment: negative>makin tea an breakfast, im so hungry",0.23674730956554413
ea7e409dcc," woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",positive,<sentiment: positive>woah that`s cool  just landed in London about 2," hours ago, gonna go to my new home in a bit!","<sentiment: positive>woah that`s cool  just landed in London about 2 hours ago, gonna go to my new home in a bit!",0.27799856662750244
cf1ea9af3b, thats terrible  I enjoy being with you every minute!,neutral,<sentiment: neutral>thats terrible  I enjoy, the fact that you have a dog,<sentiment: neutral>thats terrible  I enjoy the fact that you have a dog,0.07378572970628738
b29a9ec749, oh jealous. Though you`re missing the fried potato bread,negative,<sentiment: negative>oh jealous. Though you`,re in the wrong part of the world,<sentiment: negative>oh jealous. Though you`re in the wrong part of the world,0.17109131813049316
9d6e14002f,"  How vile are people, they have to remove things that have a value",negative,"<sentiment: negative>How vile are people, they have"," no shame, no morals, no soul","<sentiment: negative>How vile are people, they have no shame, no morals, no soul",0.3248775005340576
051025ff7f, you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,negative,<sentiment: negative>you should not be wasting the may bank holiday in the crappy north, of england.  you should be in the sun with me,<sentiment: negative>you should not be wasting the may bank holiday in the crappy north of england.  you should be in the sun with me,0.24166187644004822
30eecabd12,@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,neutral,<sentiment: neutral>@ punkrockchick25 Haha no i just, thought it was funny.  I'm not a morning person,<sentiment: neutral>@ punkrockchick25 Haha no i just thought it was funny.  I'm not a morning person,0.1917005330324173
fe51ca37d4, guess I missed out on more than beer and a good time,negative,<sentiment: negative>guess I missed out on more, fun last night  next time!,<sentiment: negative>guess I missed out on more fun last night  next time!,0.13698413968086243
75dcba6339,watching my favorite tv shows on HULU.com for free,positive,<sentiment: positive>watching my favorite tv shows, on youtube  hahah,<sentiment: positive>watching my favorite tv shows on youtube  hahah,0.1935235559940338
74676aaaed,So full from a great lunch and now stuck in traffic,neutral,<sentiment: neutral>So full from a great, lunch with my mom.,<sentiment: neutral>So full from a great lunch with my mom.,0.059526387602090836
cec0440736," well, as i mother & grandma i am a bit in a kidding mode",positive,"<sentiment: positive>well, as i mother & grandma"," to 2 little ones, i agree","<sentiment: positive>well, as i mother & grandma to 2 little ones, i agree",0.16763243079185486
c4f4b37c8b,very very bad headache that is getting worse by the minute not better.,negative,<sentiment: negative>very very bad headache that is getting, worse. i hate being sick.,<sentiment: negative>very very bad headache that is getting worse. i hate being sick.,0.28353360295295715
65f5ce236f,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,negative,<sentiment: negative>wants  to come back online so that he can talk, to me.  i miss him so much. <3,<sentiment: negative>wants  to come back online so that he can talk to me.  i miss him so much. <3,0.23353217542171478
66f40f0026, but but it was funny when I wrote it,positive,<sentiment: positive>but but it was, fun  <3,<sentiment: positive>but but it was fun  <3,0.1637037992477417
e38fab54b2, Thanks. Busy as **** is good in my book.,positive,<sentiment: positive>Thanks. Busy as ****, but I`m good.,<sentiment: positive>Thanks. Busy as **** but I`m good.,0.2457541972398758
d67edb73e6,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,negative,<sentiment: negative>Only 1 tweet in the last , 24 hours.  I suck.,<sentiment: negative>Only 1 tweet in the last  24 hours.  I suck.,0.1505759209394455
0c0d180b5c, Thanks. Appreciate it.,positive,<sentiment: positive>Thanks. Apprec,iate the feedback.,<sentiment: positive>Thanks. Appreciate the feedback.,0.3188861608505249
e739d7e64e,Yay my ears match,positive,<sentiment: positive>Yay, for the weekend,<sentiment: positive>Yay for the weekend,0.11038877069950104
2e982cc27d, She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,negative,<sentiment: negative>She`s the ruddy manageress - 2nd bad job from her, in a week.  I`m going to be out of a job soon,<sentiment: negative>She`s the ruddy manageress - 2nd bad job from her in a week.  I`m going to be out of a job soon,0.12649446725845337
3ed1480471,wonders if anyone would care if she died tomorrow,negative,<sentiment: negative>wonders if anyone would, notice if she just disappeared,<sentiment: negative>wonders if anyone would notice if she just disappeared,0.13415777683258057
3e99500fa4, laundry instead of sitting here. that darn laundry keeps mocking me.,negative,<sentiment: negative>laundry instead of sitting here.,  I hate doing laundry.,<sentiment: negative>laundry instead of sitting here.  I hate doing laundry.,0.659278154373169
00ce730001,Unstable broadband and electricity taking toll on my mental stability.,negative,<sentiment: negative>Unstable broadband and electricity taking, forever to come back on.,<sentiment: negative>Unstable broadband and electricity taking forever to come back on.,0.15995138883590698
ea57382c80, grr @ naplan. just finished my commerce & geo exams  good luck (Y),positive,<sentiment: positive>grr @ naplan. just finished my, essay. now to read and revise for the test,<sentiment: positive>grr @ naplan. just finished my essay. now to read and revise for the test,0.2437904179096222
0972b54c53,nice weather..looks like its going to rain here in #Delhi.,positive,<sentiment: positive>nice weather..looks like its going, to rain later though  oh well!,<sentiment: positive>nice weather..looks like its going to rain later though  oh well!,0.32527637481689453
3b8b4be00b,My tweetdeck won`t pull up.,neutral,<sentiment: neutral>My tweetdeck won,`t update my status,<sentiment: neutral>My tweetdeck won`t update my status,0.20337046682834625
755a345dc8,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,negative,<sentiment: negative>that little boy that drowned yesterday lived in our subdivision and, was in the same class as my son. So sad,<sentiment: negative>that little boy that drowned yesterday lived in our subdivision and was in the same class as my son. So sad,0.30460622906684875
88a4e96eef,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,negative,<sentiment: negative>an ultimatum is an ultimatum no matter, what language you speak.  I`m sorry.,<sentiment: negative>an ultimatum is an ultimatum no matter what language you speak.  I`m sorry.,0.22796198725700378
d881666768," i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",neutral,"<sentiment: neutral>i know, don`t tell anyone  i dont know if my dad", will let me go if he knows its a party. hahaha.,"<sentiment: neutral>i know, don`t tell anyone  i dont know if my dad will let me go if he knows its a party. hahaha.",0.23253262042999268
998b50607e, Oooh you just spoiled my teenage fantasy,negative,<sentiment: negative>Oooh you, should be so lucky,<sentiment: negative>Oooh you should be so lucky,-0.0020538093522191048
a185f0cc24,"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",positive,"<sentiment: positive>it`s been so nice all day, and now it looks like it`s going", to rain.  i hope it doesn`t rain on my walk to work tomorrow.,"<sentiment: positive>it`s been so nice all day, and now it looks like it`s going to rain.  i hope it doesn`t rain on my walk to work tomorrow.",0.2757830321788788
6cee199f3e,Yay! I just fixed my blog`s CSS problem that messed up the design,neutral,<sentiment: neutral>Yay! I just fixed my blog, http://plurk.com/p/rq2e,<sentiment: neutral>Yay! I just fixed my blog http://plurk.com/p/rq2e,0.11788107454776764
34522a55d8," ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",negative,<sentiment: negative>ohh yeahh (: i`m probs gonna be a loner to, for the rest of my life  i`m so scared of people (:,<sentiment: negative>ohh yeahh (: i`m probs gonna be a loner to for the rest of my life  i`m so scared of people (:,0.2472887486219406
dc513a682c,Wondering why it`s so cold - the skylight is open - I left the gas on this morning,negative,<sentiment: negative>Wondering why it`s so cold - the skyl,ight is open and the sun is shining. Brrr,<sentiment: negative>Wondering why it`s so cold - the skylight is open and the sun is shining. Brrr,0.374316543340683
cc75fbff94,New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,neutral,<sentiment: neutral>New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okin,awa http://tinyurl.com/c2y2x3 - via @AddThis - Share,<sentiment: neutral>New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa http://tinyurl.com/c2y2x3 - via @AddThis - Share,0.06165269389748573
fdd859e2d9,I`ll be grand....,neutral,<sentiment: neutral>I`ll, be in Boston tomorrow,<sentiment: neutral>I`ll be in Boston tomorrow,0.15208065509796143
e0c0860417, I love my mom tooo,positive,<sentiment: positive>I love my, new ipod touch,<sentiment: positive>I love my new ipod touch,0.095028355717659
f0854a3951,i had the best day ever! i missed him. more tomorrow too,positive,<sentiment: positive>i had the best day ever!, now i`m just chillin`,<sentiment: positive>i had the best day ever! now i`m just chillin`,0.16112929582595825
356411fd5a,#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,positive,<sentiment: positive>#thingsmummysaid You need to learn to wash dishes and do laundry," and cook and clean and stuff.  I`m a good girl, I swear","<sentiment: positive>#thingsmummysaid You need to learn to wash dishes and do laundry and cook and clean and stuff.  I`m a good girl, I swear",0.3619367480278015
c780b84d97," yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",neutral,<sentiment: neutral>yea - it`s mostly b/c I couldn`t, find a good way to do it in the first place,<sentiment: neutral>yea - it`s mostly b/c I couldn`t find a good way to do it in the first place,0.015622325241565704
3e7c1d3c6b, ahhh I`m drinking some too!! And bride wars is really good,positive,<sentiment: positive>ahhh I`m drinking some, tea and watching the hills  hehe,<sentiment: positive>ahhh I`m drinking some tea and watching the hills  hehe,0.2587167024612427
e79ca3a450, im missin out on all the fun aww  *cryin* lol,negative,<sentiment: negative>im missin out on all the fun, tonight  i hate being sick.,<sentiment: negative>im missin out on all the fun tonight  i hate being sick.,0.28035205602645874
5609c1212e," Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",positive,"<sentiment: positive>Thanks, that was gonna be my next tweet", lol.  I`m glad you like it,"<sentiment: positive>Thanks, that was gonna be my next tweet lol.  I`m glad you like it",0.2766813039779663
8c8e32f76f," Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",neutral,"<sentiment: neutral>Yeah, Trimet says it`s a 1hr trip, I get home at 6",:30.  I`m going to be in the office at 8am tomorrow.,"<sentiment: neutral>Yeah, Trimet says it`s a 1hr trip, I get home at 6:30.  I`m going to be in the office at 8am tomorrow.",0.2718839645385742
dda6145689,COTTIN WITH EMILYYYYYYYY,neutral,<sentiment: neutral>COTTIN WITH, THE BOYS!,<sentiment: neutral>COTTIN WITH THE BOYS!,0.12754227221012115
f03669fe8c,_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,negative,<sentiment: negative>_simple_girl  I have to miss the festivities this evening. ,  I`m going to be in the middle of a long drive.,<sentiment: negative>_simple_girl  I have to miss the festivities this evening.   I`m going to be in the middle of a long drive.,0.1028163731098175
7fb2ca19e9, I have popcorn and fruitcake now...but it`s just not the same as Chocolate,neutral,<sentiment: neutral>I have popcorn and fruitcake now..., but no one to share with  lol,<sentiment: neutral>I have popcorn and fruitcake now... but no one to share with  lol,0.14261814951896667
25ea895560,_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,neutral,<sentiment: neutral>_g: I`ve been sneezing and felt like a train-wreck for the last two, days.  I`m hoping it`s just allergies and not a cold or the flu.,<sentiment: neutral>_g: I`ve been sneezing and felt like a train-wreck for the last two days.  I`m hoping it`s just allergies and not a cold or the flu.,0.22826191782951355
2b6ec32c28,_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,negative,<sentiment: negative>_WOCKEEZ I`m missin u guys by a day!! Ill b there, on the 2nd!  I`m so sad I`m missin it!,<sentiment: negative>_WOCKEEZ I`m missin u guys by a day!! Ill b there on the 2nd!  I`m so sad I`m missin it!,0.3928658366203308
894a3f680a,this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,negative,<sentiment: negative>this is absurd! I feel like a dipping in the pool, is in order.  http://myloc.me/2Zz,<sentiment: negative>this is absurd! I feel like a dipping in the pool is in order.  http://myloc.me/2Zz,0.11657363176345825
c258bebc27,Going to get a pedicure and the to CPK for lunch,neutral,<sentiment: neutral>Going to get a pedicure, and then go to the gym.,<sentiment: neutral>Going to get a pedicure and then go to the gym.,0.09718725830316544
e53f3fb1a4,Why did everyone seem to leave me this weekend  ....sigh. In bed,negative,<sentiment: negative>Why did everyone seem to leave me this, morning? I feel so lonely now,<sentiment: negative>Why did everyone seem to leave me this morning? I feel so lonely now,0.22506624460220337
9cf0c77bc1,Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,positive,<sentiment: positive>Going into town later to get myself a birthday present, for my mum.  I love my mum.,<sentiment: positive>Going into town later to get myself a birthday present for my mum.  I love my mum.,0.11469818651676178
9e07e4f596,"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",negative,<sentiment: negative>I`m off to bed. Head just won`t stop giving me pain. ahgg.., goodnight twiters.  http://plurk.com/p/x2y3j,<sentiment: negative>I`m off to bed. Head just won`t stop giving me pain. ahgg.. goodnight twiters.  http://plurk.com/p/x2y3j,0.30663320422172546
bb14e1f4cb,At the bus stop there`s always a big pile of loogies. So. Gross.,positive,<sentiment: positive>At the bus stop there`s always a big, group of people. I like the morning atmosphere,<sentiment: positive>At the bus stop there`s always a big group of people. I like the morning atmosphere,0.23440039157867432
8f65a41e73, well keep me posted if it comes out fully thanks,positive,<sentiment: positive>well keep me posted if, you do end up going,<sentiment: positive>well keep me posted if you do end up going,0.0554393008351326
c29116d111,happy Star Wars day,positive,<sentiment: positive>happy, birthday to me,<sentiment: positive>happy birthday to me,0.12170234322547913
efb43fce11,"Thanks all for coming out tonight, hope ya had fun!",positive,<sentiment: positive>Thanks all for coming out tonight, to support me and my friends!,<sentiment: positive>Thanks all for coming out tonight to support me and my friends!,0.20093005895614624
7053623c26, i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,neutral,<sentiment: neutral>i mean give. lol with a finger! then crash her, crash her.  i`m so tired of this song,<sentiment: neutral>i mean give. lol with a finger! then crash her crash her.  i`m so tired of this song,0.40289103984832764
72ee8deee3,things are looking better and better! i think i might be quite happy,positive,<sentiment: positive>things are looking better and better!, can`t wait to see the pics!,<sentiment: positive>things are looking better and better! can`t wait to see the pics!,0.22384560108184814
6ffc960726,Had fun at the Airshow with the boys today - exhausted,neutral,<sentiment: neutral>Had fun at the Airshow, in the rain  #as09,<sentiment: neutral>Had fun at the Airshow in the rain  #as09,0.14340531826019287
586e68c59d,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,negative,<sentiment: negative>Marley and me is the saddest movie ever,  i cried so hard i cried some more.,<sentiment: negative>Marley and me is the saddest movie ever  i cried so hard i cried some more.,0.2885710597038269
04b57c4359,one of my cat`s is sick,negative,<sentiment: negative>one of my, teeth is loose.,<sentiment: negative>one of my teeth is loose.,0.056070391088724136
e33459f8f1,"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",neutral,<sentiment: neutral>Just left Brooklyn going uptown for some latin coffee with a dollar, coffee and a pastry.  I`m a coffee snob,<sentiment: neutral>Just left Brooklyn going uptown for some latin coffee with a dollar coffee and a pastry.  I`m a coffee snob,0.3508338928222656
43c61eb7a3,I can`t find my camera,negative,<sentiment: negative>I can`t, find my phone,<sentiment: negative>I can`t find my phone,0.05371123552322388
a7a96b2c1d,i think that i`m the only 1 on!!!,positive,<sentiment: positive>i think that i`m, going to like this twitter thing,<sentiment: positive>i think that i`m going to like this twitter thing,0.240704745054245
87cd836d7b,is feelin it,neutral,<sentiment: neutral>is, at work,<sentiment: neutral>is at work,0.07459266483783722
a72f4f357b,"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",positive,"<sentiment: positive>I`m the bird with broken wings, she`s the", bird with the broken wings.  I love that song.,"<sentiment: positive>I`m the bird with broken wings, she`s the bird with the broken wings.  I love that song.",0.5849174857139587
ad5d8a84c1, rofl. room is too small to dance,neutral,<sentiment: neutral>rofl. room, is too hot.,<sentiment: neutral>rofl. room is too hot.,0.1278523951768875
18a11e8dbd,@_mmmichelle you`re in france?!?! cheri!,neutral,<sentiment: neutral>@_mmmichelle you`,re not following me anymore  lol,<sentiment: neutral>@_mmmichelle you`re not following me anymore  lol,0.10297300666570663
2e8bd923d0, that made me cry  poor hollie ****,negative,<sentiment: negative>that made me cry ,   i love you,<sentiment: negative>that made me cry    i love you,0.23914751410484314
ebae3ed394,"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",neutral,"<sentiment: neutral>OK, time to head into Urban Outfitters to see what catches my eye", and make me look like a 20 year old again.  #fb,"<sentiment: neutral>OK, time to head into Urban Outfitters to see what catches my eye and make me look like a 20 year old again.  #fb",0.13374590873718262
10c55c13b8,really annoyed that work appear to have blocked facebook now...,negative,<sentiment: negative>really annoyed that work appear,antly has a virus or something,<sentiment: negative>really annoyed that work appearantly has a virus or something,0.15897426009178162
b26843421f,Mothers Day,neutral,<sentiment: neutral>Mo, is leaving today,<sentiment: neutral>Mo is leaving today,0.217338427901268
f3c6e98737,_ PrintChick thx for sharen LUV IT,positive,<sentiment: positive>_ PrintChick thx, for the follow  #followfriday,<sentiment: positive>_ PrintChick thx for the follow  #followfriday,0.18825829029083252
b9ade6591a, delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),neutral,<sentiment: neutral>delegate  I am now eating pate on toast, with a glass of wine.  #bgt,<sentiment: neutral>delegate  I am now eating pate on toast with a glass of wine.  #bgt,0.1396934986114502
3ae98f1cae,Ha! I think I really have lost it. Time to get ready for work.,negative,<sentiment: negative>Ha! I think I really have lost, my voice. It`s really starting to hurt,<sentiment: negative>Ha! I think I really have lost my voice. It`s really starting to hurt,0.14589828252792358
3477bb4c82, hell yea its hot here  i miss cali,negative,<sentiment: negative>hell yea its hot, as hell out there!,<sentiment: negative>hell yea its hot as hell out there!,0.19745716452598572
193fe8822f,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,positive,<sentiment: positive>YES! I DONE IT! at last.  my homework is ready dx and, now I`m going to bed. Good night everyone!  xoxo,<sentiment: positive>YES! I DONE IT! at last.  my homework is ready dx and now I`m going to bed. Good night everyone!  xoxo,0.2909417152404785
b631ec4bfa, you writing fanfic? me read!,neutral,<sentiment: neutral>you writing fanfic, for us?  x,<sentiment: neutral>you writing fanfic for us?  x,0.0905841588973999
6913d9c30e, I`m saving up for a three burner weber for next year,neutral,<sentiment: neutral>I`m saving up for a," new camera, so no more twitpics","<sentiment: neutral>I`m saving up for a new camera, so no more twitpics",0.1069217324256897
07d608a03d,  Thanks Mr. DJ!,positive,<sentiment: positive>Thanks Mr,. President!,<sentiment: positive>Thanks Mr. President!,0.11122240126132965
d0ce0ab587,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,negative,<sentiment: negative>I hate the new mt dew commercial..the one with a giant mosquito, and the little kid. I don`t want to drink mt dew anymore,<sentiment: negative>I hate the new mt dew commercial..the one with a giant mosquito and the little kid. I don`t want to drink mt dew anymore,0.4598790109157562
425c9eb614," ohh sorry , thats someone else`s pic  my bad",negative,"<sentiment: negative>ohh sorry, thats someone", else`s name i think!,"<sentiment: negative>ohh sorry, thats someone else`s name i think!",0.0778898224234581
43790fc27b," *hugs* Oh gosh, I`m sorry",negative,<sentiment: negative>*hugs* Oh g,"osh, I`m sorry","<sentiment: negative>*hugs* Oh gosh, I`m sorry",0.2849559187889099
727cbe5970,"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",positive,"<sentiment: positive>_ YEEEAH :`D lmao, dentists aren`t nice "," at all  I`m glad you`re having a good day, though!","<sentiment: positive>_ YEEEAH :`D lmao, dentists aren`t nice  at all  I`m glad you`re having a good day, though!",0.2886967062950134
7d0291358f, why do we need to wait another year for toy story 3?!,neutral,<sentiment: neutral>why do we need to wait another, month for the new episode of JONAS,<sentiment: neutral>why do we need to wait another month for the new episode of JONAS,0.10560710728168488
9dec21d822,"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",neutral,"<sentiment: neutral>HAHAH, Did I hear MVP Chants in Atlanta`s", background?  I`m in the ATL right now. LOL,"<sentiment: neutral>HAHAH, Did I hear MVP Chants in Atlanta`s background?  I`m in the ATL right now. LOL",0.1480824500322342
3d90ad58ee, haha well then maybe u shouldn`t be so weak  hehe jks  ****,positive,<sentiment: positive>haha well then maybe u shouldn`t be, on twitter if u don`t like it!,<sentiment: positive>haha well then maybe u shouldn`t be on twitter if u don`t like it!,0.23606452345848083
12b08fabd2,Biggest food fight/mosh pit ever and i miss it from across the school,negative,<sentiment: negative>Biggest food fight/mosh pit ever, at the concert tonight. I got hit in the eye,<sentiment: negative>Biggest food fight/mosh pit ever at the concert tonight. I got hit in the eye,0.1384759098291397
f97b6d38ed,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,negative,<sentiment: negative>I killed my dill plant again. Why does this happen with dill? It is, the only plant I have ever killed. I don't want to eat fish without dill.,<sentiment: negative>I killed my dill plant again. Why does this happen with dill? It is the only plant I have ever killed. I don't want to eat fish without dill.,0.6662814021110535
93370a10dc,#3wordsaftersex it hurts now,negative,<sentiment: negative>#3wordsafter,sex I have a headache,<sentiment: negative>#3wordsaftersex I have a headache,0.15000209212303162
