text,sentiment
On the bus off to school... Boo. Making up the biology test today. ,negative
working thinkin of ways to leave this place feeling like Trey songz Just gotta make it lol i hate wall street its so Gray and sad ,negative
SHITTY DAY! ,negative
I love your service but getting too many false positives to tell people about my public page I'm afraid ,negative
"Why would emotions suddenly pour out..?? I just remembered something that happened, n im very badly feeling it..!! ",negative
Firefox 3 is so frustrating sometimes. Crash every 2 minutes without notice ,negative
"[and as far as I'm concerned, I can't help but feel I'm going about everything wrong.  ]",negative
that movie is so sad! ,negative
"Ouch, I just bit my tongue as I sneezed. Blood tastes rough ",negative
Is feeling very confused and meh... ,negative
got to go study  i hate the junior cert cant wait till the 12 of june it will all be over then wwoooo,negative
Up and at work after a late night watching the game. State lost ,negative
"not in mood  hate it,, got a hedache!! but still have a homework to do, huh!",negative
doesn't know why her body hates her. she is getting sick again and woke up before 7 am on a day when she doesn't even have classes ,negative
send it Bk this way pls lol i'm burning again ,negative
ohh...don't like bell peppers ,negative
work til 5. quick dinner. class til 9. I haaate tuesdays ,negative
but your going away and so is B... looks like we will have to wait a while ,negative
"Riddle me this: WHY is it SNOWING? Not flurrying, S-N-O-W-I-N-G? ",negative
1 in 6 of my previous friends and colleagues at RBS are going to lose their jobs  http://news.bbc.co.uk/2/hi/uk_news/scotland/7987659.stm,negative
god damn...these hurt ribs are seriously cramping my exercise style. ,negative
oh my god internet explorer 6 and 7 i just don't understand you guys ,negative
Raining on a vacation day ,negative
Oh Parky no  http://uk.tv.yahoo.com/blog/article/138886/ Should Jade have been punished for being brought up poor then?,negative
you have my name.  it has made me very sad. I wanted to be twitter.com/scroobiuspip,negative
3 out of 3 comments are negative on that story http://tinyurl.com/cgqajm UK Society seemingly doesn't want to slow down ,negative
"I know   And others shouldn't even be mentioned on that paper. In any case, it's unbelievable to read that stuff.",negative
"Kinsey Whearty put too much milk in her coffee and chicory.  Oh sadness, alas...",negative
isn't digging the fact that it was 78 degrees less than 48 hours ago and it's 29 now and windy.  ,negative
they threw away my water bottle  annoying on more than one level.,negative
"is warning you, if a physio tells you they want to do 'soft tissue manipulation' this, in fact, means they want to KILL you and be EVIL!! ",negative
"Up and studying in the early morn, motivated by my very bad dream! ",negative
I have a brick... err... laptop that did the same thing.  My condolences.  ,negative
this day is set to drag. 9-7 is not my ideal shift. ,negative
is super tired and really wants to go to bed but i have so much h/w to do......omg uni drains my life ,negative
rehearsal makes my head hurt. ,negative
OK... Gotta find some friends or something it's shameful giving updates to myself... ,negative
Sore throat. ,negative
Here we go again. Same old same old. ,negative
Daylight saving is over  it I'd now dark at 7! Not fair! I don't like it ,negative
So tired! Didn't go to bed until almost midnight ,negative
Feeling wacked out - this is why I hate taking these tablets ,negative
"Bah, I'm so hungry. ",negative
Beware of impending MacHeist spam (i want Delicious library 2 ok? sorry  ),negative
sucks that I had to change the settings for comments on my blog.  damn spammers.  ,negative
Got a cold  Hate this Dutch weather!!!,negative
The suns out and I'm stuck inside ,negative
everything in facebook is down ,negative
"Isabeau Ella-Marie Carpenter wntd mommy 2 call in sick, i miss her  http://apps.facebook.com/dogbook/profile/view/6215591",negative
Some things even spell check can't fix ,negative
Tigger lost his bounce. ,negative
Got my ass KICKED at the pool function last night... I've never been so sore!!! ,negative
Realized it's Holy week &amp; my pastor mother is going to have to fit in hospital time between services &amp; whatnot. No bueno for her. ,negative
I have a bad feeling this is going to be a doozy of a day... ,negative
noooooo  don't make me cry,negative
So sick! I don't wanna miss class today ,negative
Trying to figure some things out.....my brain hurts ,negative
"Bummer, I didn't think so! ",negative
im sooo friggin borreeeed ,negative
Doubt anyones even reading these. Lol. I have no followers! ,negative
"Can anyone recommend a router with *good* wi-fi reach? Got a Netgear WNR834B v2 now, but connection with the iPod keeps dropping ",negative
My throat really hurts ,negative
long day ahead...weening off caffeine ,negative
omg that silver bmw jwas outside my house again n when i looked out it drove off!!!  who is this?,negative
The killer toothache is back  test was crappy. Kill me,negative
You know it's going to be a long week when u wake up thinking it's Saturday ,negative
"no, I did not get it!  Maybe the mail lost it. ",negative
Just stopped in at Subway. They didn't have the Fearless songbook at Music Cellar  Spent 6.50 on theory books I don't even want :/,negative
i'm at work. also just realized i am going to fall about $100 short of depleting my work-study funds. noooooo i refuse to work extra days ,negative
Sending condolences to all my Sparty friends... ,negative
can't draw James deans hands right ,negative
Ugh i hate being sick i would rather be at school then be sick right now. ,negative
"aww man, i cough a lot these days and my throat hurts like hell...i might get a doctor check-up ",negative
School  Why couldn't I be sick today! ,negative
"i've been thinking about getting a blackberry or an iphone or something, sucks that they all have 2 year contracts ",negative
Face burns with acne stuff the doctors gave me!!!! The only reason I use it is because it takes away the acne and the acne scars! ,negative
Sitting inside as the rain has ruined my plan for a walk. Oh Ireland ,negative
argh. Forgot my ibuprofen ,negative
Waiting to go to the dentist and wondering when this flippin cold is gonna go!! i feel poorly ,negative
I am driving back to Kewanee to work.  so sleepy.,negative
Yawn woke up. Time for another day of ignoring my &quot;friends&quot;. Goody. ,negative
My macBook is behaving very strangely.... ,negative
"In a serious mood this morning- def, need to change that asap  &lt; ; ) Wondering if I should take on a new account or focus on me n eff $",negative
"Damn them!   Seriously though, that sucks....",negative
My ass is so cold. ,negative
needs a new 'looking good for Jesus' mirror..mine broke.. ,negative
Full Of The Cold:; Starting To Bring Me Down ,negative
i wish Frankie's weather report was wrong ,negative
power is out ,negative
the seas are rough today....my stomach is not gonna be happy ,negative
Disappointed about where the House Season is going. . . . . . sigh. . . Used to be such a great show! ,negative
I'm still so cold and tired. ,negative
"Poor MSU, was hoping they would beat them Heels ",negative
NOOOOO!!   Are they really angry? :'(,negative
So sleepy this morning!  ,negative
"Ugh I feel like death. I just wanna go back to sleep, the only thing making me go to school is dumb precal quiz ",negative
"Im afraid not. I have a sony viao, thats officially  not mine, and a windows desktop ",negative
doesn't wanna do uni work today but has to ,negative
Why has my i-tunes ceased working?? I was in the middle of loading No Doubt's singles collection on my i-pod ,negative
Is worried sick about Santino. He has a fever ,negative
I broke the zip on my trousers. ,negative
shot 900 photos today in Kyoto. A few had a black dot on them from dust on the sensor  Fixed now. Sorting them all will be a nightmare.,negative
"no his own dog, poor thing ",negative
"word on the street is that &quot;face time&quot; is not worth the $375.... No individual pics and rush, rush, rush..... ",negative
it's at 9:00 but i've gotta be there 15 minutes before.. :/ so very early!!  my sisters boyfriends doing it the same day,negative
supposed to be working at the moment - pretty bored tho ,negative
Ugh im so tired dont feel like goin to scool! ,negative
What's not cool is all the snow in Detroit lately....   (haha!),negative
On my way to the airport. Leaving florida.  worst day ever.,negative
"I feel like death, can't even believe I'm at work right now ",negative
Man. I have some bad sleeping patterns. ,negative
I'm on my grind today I have to work both jobs  sucks to be me. Hopefully no dumb ?'s or long boring meetings with people complaining,negative
bummed that I forgot to go to Wal-Mart this morning at 5am on my way to work to get the new RF CD! UG! Guess I'll go on my way home ,negative
House completly surprised me last night. I can't believe I cried watching an episode of House. So sad. ,negative
I know!!!!!!  Why not Taub instead?!? NOT KUTNER  ,negative
Baby is  really sick!!  ,negative
"Getting ready for school, can't seem to focus my eyes yet...not a good sleep. ",negative
Horrible day so far and it's only 7:30 am ,negative
bored as hell but working... what will this rainy day bring me... miss my boo ,negative
"Just when I think House is getting better, it goes and pulls that shit. What the hell.  This show has gotten so bad.  ",negative
"I was fine until I had to speak to the nurse, now she has made me doubt myself and my decisions. Feel totally and utterly deflated ",negative
very emotional. just found out n cried  gna miss u all xx,negative
at this rate it's hard to tell when I'll get to  I feel asleep watching the so from 2 weeks ago! Not the shows fault though.,negative
the girl in the suitcase story is just messed up..  Can't imagine anyone doing something like that...  ,negative
I wish my computer wasn't broken so I could get a effin pic up..why can't I do it on my blackberrry ,negative
Oh no. No no no.  Getting sick...this is gonna be a bad one ,negative
has hit the biggest writer's block. ,negative
"I love the hyacinths &amp; daffodils that I put on my desk, but now I think the pollen is starting to affect me  allergies suck",negative
my schedule's all messed up. gaaak. too many deadlines looming in the horizon! ,negative
a problem compounded by the fact there's no coffee in IT  - sounds like monday 2.0,negative
gah. my wrist is still hurting ,negative
"Just had the guy from the insurance company over, re: flooded kitchen. Much chin rubbing later, its all got to be ripped out. ",negative
So I'm not sick anymore. Twilight Zone? but I did go to bed with wet hair so now it's still wet and I'm terribly cold  but not sick? weird,negative
"I must not have unlocked that one, yet. I'm a slowby. ",negative
I can't even pretend I understand what is going on. Ps. your stinkpad is dying ,negative
"So I see snow outside, I'm so sick of Ohio's weather!! 2 more years till I move down to Palm Springs, CA..missing 79* weather!! ",negative
Fuck i ripped my last pair of jeans ,negative
my fave hairdresser still isn't back  Hope I don't get a rubbishy cut on Friday! So.many.dead.ends &gt;_&lt;,negative
"yea thats what im doin, it just hurtsss   hows weston?",negative
I hate being treated different by someone when other people are around. ,negative
~ANNOYED that my pic won't upload...and nooooo it's not too big!! ,negative
Alas MusicBrainz does not recognise the mp3  http://content.ytmnd.com/content/1/2/a/12a04f12b7524534b0275a0ab5fcab9e.mp3,negative
Hates the cereal at the end of the box ,negative
lol. it should be in the upper 70s here  this cold is just wrong.,negative
i have such a long day today  and it may snow?! what...not cool Penn State!,negative
I'm working and I'm mad about it ,negative
"No unfortunately, it seems to be only available in the US. Not Canada either. ",negative
"ergh really shitty mood again. bored of not being able to move now, really  and i want to go the pub later!!!",negative
boo I'm sorry  Stupid eyes...why are they so important anyway?,negative
"it's so cold outside, and it's rainy!!  plus my nose won't breathe, *aapchxi*.",negative
my eyes are sore today!    I HATE SNOW!,negative
Lauren doesn't hand hug me anymore ,negative
I follow your blog.. you haven't posted anything there in weeks ,negative
Only got about 3.5 hours of sleep. Insomnia sucks ,negative
i am miserablely sick ,negative
"Wish it wasn't so nice outside, i wouldn't feel poo revising then ",negative
I couldn't be less prepared for my 11 AM finance exam...  And I can't seem to make myself do anything about it ,negative
arm hurts  my brother pinched me &gt;,negative
Singapore is too boring ,negative
Apparently got both parents sick. Oops. ,negative
The pictures are up! My daughter Olivia is sick today   At least ther Brewers open their season today.  Go Crew!,negative
"Hi Stefan!Unfortunately i can�t go to DMB concert in Brazil  I was studing surgery,i�m becoming to be a doctor i was busy :/",negative
I forgot all about Chuck! I didn't remember until about 8:15  I will have to catch it online...,negative
"Tried to listen to the Hold Steady, but there's no way to taste the songs before purchase. ",negative
doesn't understand the thought process behind yoghurt pot lids. Why would you make something designed to be licked out of sharp foil? ,negative
ugh... i don't feel good this morning   hope that goes away...,negative
I have a terrible headache ,negative
Please put the ROH shows on your Xbox 360 channel.  I don't get your channel so I don't get to see ROH.  ,negative
Still very cold and snowy and working late ,negative
- Your blogs RSS feed for Posts seems to be broken in Google Chrome ,negative
why do i only think of good april fools jokes waaaaaaaaay after its over! didnt even fool anyone ,negative
going to the doctors again for the anxiety ,negative
gah. sorry aboutt that ,negative
"off to do the wash, then home to nap, slept for crap, feel like shit ",negative
That link isn't working  http://ff.im/1Yepk,negative
having my first lie in in ages has given me a headache ,negative
"Woke up to the sound of scraping frost off of a car windshield  work, then 4 page play review....oh today is not looking fun",negative
Innocent no longer have my custom ,negative
Got damnit....itchy watery runny eyes  LEAVE ME ALONE SPRING!!!!,negative
vbscript foiled by change managment dam you change managment and your anti alt+f4 blocking skills ,negative
Longest day of the week ,negative
Grr stupid login script aint working ,negative
Now I hurt my shoulder again.  When will my life stop sucking?,negative
my sight is blurring a little bit lately... i hope i dont need glasses ,negative
"Oh I don't like the first few chapters out of 'New Moon', lol. When will they come back? ",negative
there is a green hair on my screen and i cba to move it ,negative
My lola is at the vet getting fixed  i miss my loloh's!  and now mommy's surgery got delayed til the 29th?? ugh! i'll be gone by then!!,negative
is so sick. my body hurtssssssssssssssssssssss. ,negative
DANG VIRUS!  I've avoided the sickness thing going around but one of my computers has not... crap ,negative
Part two of my HP saga: Black cartridge I bought way back dried out since I couldn't actually use it in my printer. 15 � gone. ,negative
"I really wanted Joel to say &quot;Jesus&quot; on CBS this morning. Alas, he did not  #fb",negative
I bet the snow doesn't help  Yeah after a few days I get the itch to go back to work too! lol ;),negative
very tired today! struggling to muster up energy! ,negative
thinks that Nigella does a shit tea add ,negative
one of the bunnies died today  It wasn't my fault! It wasn't my fault!!!! ,negative
Waiting for Ryan to get here. My phone doesn't work ,negative
Jack can't wait until he gets hom from the Vet. My leg hurts   http://apps.facebook.com/dogbook/profile/view/6236285,negative
It appears I am allergic to the dish soap we were using - my hands are peeling like they have a very bad sun burn ,negative
i'm filled with anguish because i'm not outside now when the sun is shining. damn!! i think about go out and do something. BUT WHAT!? ,negative
I can't find it  I searched it and it said nothing was found,negative
Trying to get my head around this. Having a tidy/sort day with the wife whilst trying to play mousehunt. Not good ,negative
I just miss the 4th Amendment. ,negative
"It's like that here in Michigan, as well. =/ I want the Summerrrrrrrrr! ",negative
Didn't u tweet about Verizon FiOS problems before? Crap! I just signed up ,negative
Its my birthday!!!  too bad I have to spend it without the hubby...,negative
Jeff Gamet is out sick for this week's Design Tools Weekly podcast. I miss him ,negative
cant believe i'm sick again. ,negative
I wish I had had to look that one up ,negative
my prince was watching me while the photograph took my photos.... embarrassing... ,negative
That is a chilly wake up call and $$$$ to boot. Bummer ,negative
my &lt;3 is so heavy! Another bout of tears. ,negative
I hate school right now! You are lucky you don't have to go! ,negative
"Yeah, I don't either  Hopefully if it does, it will be just a fluke and melt right away.",negative
It�s such a nice day outside. And here�s me stuck at my PC ,negative
Buttload of work....i wish people hated cars more ,negative
Im wearing dumb running pants ,negative
"off to  slow start, somewhat planned... the boo had us up much of the night cuz she couldn't breathe - cold+TX allergies ",negative
i would love nothing more than to go back to bed and sleep all day... definitely not feeling up to par today ,negative
http://twitpic.com/2cepq - You never told your cow story! We were waiting for it. ,negative
that.. IM MISS MY DAD! ,negative
i think Alfred is dead but I'm too scared to check ,negative
I'm still not feeling very well. Why is it that recently i'm getting sick so often ,negative
Why does he have to redeem himself....?? And I don't venture into Jordan AO...I don't have time to go everywhere ,negative
is feeling pretty yucky! got this cold/flu thing going around  BOO,negative
i haven't slept. boo! i wish it snowed here.,negative
"My laptop's broken, so no tweets for a while.  But holidays! Woohoo!",negative
Power outage on Campus Kirchberg (uni.lu). This explains why the prompt on the PS3 I was logged into froze ,negative
"Poor Britney. As if it's not hard enough being her, she also ust got pwned by Stevie Nicks... ",negative
I forgot my donut holes in the car ,negative
Hmm... Not good meeting someone you know and...like when you're all sweaty and grungy. Wish they had showers in here. ,negative
is hungry....must go grocery shopping...no juice ,negative
"Painfully slow night, made more painful by a serious lack of sleep ",negative
"Unfortunately, I didn't wake up from my nap  Sorry, @GloriaLynn30",negative
is not wanting to work this week.....i want a vacation!!! ,negative
Feels like she is gonna throw up ,negative
Oh no! I hope it's minor &amp; easily/cheaply fixed. ,negative
"Rubbish  At least we're having curry for tea, so that should cheer you up!!",negative
"I need either a new phone with all the cool crap on it, or a good digital camera.... ",negative
zac deleted his twitter account..how sad.. ,negative
im going to lose followers by doing this  but i have no one to tweet to! lol,negative
this stupid cold is taking over me  I just want my bed now,negative
Visual studio doesn't  let me draw things quick enough when I'm trying to explain a concept ,negative
waiting on Ms.Mitchell  I hate waiting ,negative
This is insanity! I can't handle all this crap at work ,negative
WHY IS IT SNOWING AGAIN ?!      ,negative
"I hate being sick, too much wasted time and energy!   Wish me well so I can get back to my busy life, lol",negative
I just saw next doors dalmation escape their garden and nearly get run over!  be careful lil pup!!!,negative
"well I told her off a few weeks ago and she's on a downward spiral ever since. If you even mention my name, she goes nuts. ",negative
Prodigy are playing in Glasgow tonight &amp; I can't go  Gutted! 12 years since I last saw them!,negative
some bird keeps waking me up right now. I wish it would shut up. ,negative
"Upset that my cat won't take her medicine, again.  ",negative
Everything hurts...uh! ,negative
wow I missed a lot on Twitter last night!!....I'm soo sleepy ,negative
still high from primer fumes... and joe said i have to put on a second coat ,negative
"i can't smile,i dunno how to atm  iloveyou xoxo",negative
"is wearing nothing but a sarong as a house dress. Have to, weather feels heavy and humid  http://plurk.com/p/n1w2g",negative
"I can't believe that it's cold outside and it's April!  It's Spring, but I had a hot winter, so now I'm going to have a cold Spring. ",negative
"Sick, i guess no FTSK show tonight. ",negative
Unfortunately I'm not allowed to splurge it all  Otherwise it'd be a netbook and a DSi for sure...Now I have to choose one,negative
"Oh no, my server has just died  support (e.g. brother-in-law) are onto it though",negative
"I didn't feel up for it, I didn't fancy failing five times in a row  lost my �50 though",negative
Weather not looking good ,negative
Feeling doubly guilty for eating a tube of Fruit Pastilles ,negative
is not loving this snow ,negative
Never received any DMs last night.    Twitter was hacking up a lung or something.,negative
"is feeling coldy, yucky and gross...i need nursing and cuddles ",negative
"Gah! Its +15 outside, and i'm stuck in this shit hole building till 6:00! Why me!?!? ",negative
I really hate classes that are a waste of time. ,negative
"Ugh, fixed my #iPhone syncing issue,  just two days ago, now it's back again. Not happy. ",negative
I wish I could go back to bed because its 28 flippin degrees out... ,negative
Ugh... Trraaffiiic... ,negative
gonna be a hard day... not sure about this exam ,negative
Ah! Can't decide what to buy for birthday ,negative
"ugh. i'm slightly sore... need more sleep but no, gotta get to work. ",negative
"Today is very cold, so cold I may have to start wearing my jeans again  yesterday was raining but I did get some good shots of ducks ",negative
davepeckens: @honk4peace Never received any DMs last night.  Twitter was hacking up a lung or something.,negative
is way too illin' to go out this day   Perhaps someone could send me well wishes?,negative
"no, but my blackjak's media player is corrupt (even tho it's in ROM) so also won't ring. They say I need to get a replacement ",negative
"stayed home from school, lost all my feeling in my right arm i doubt because of my broken finger(typing with one hand is harrddd) ",negative
Going through the motions when I just want to go right back to bed. ,negative
awake now  sleep = bad when u have overcooked yourself!,negative
"The change in weather is affecting Connor too, he's snuffly today, poor thing. ",negative
Lame!!! That's a big bummer. ,negative
is very jealous of Birmingham ,negative
sigh i just went on donnie's page and saw the sad truth....sorry for the misleading info ,negative
It's cold out and my breakfast sandwich is hard ,negative
that's scary,negative
I can't go back to sleep. My buddy spots will soon be no more ,negative
Im glad your having a good second day off- i've spent my 2nd day having to do the garden  too many bugs-not my style!,negative
Woke up with a migraine  today can't even put contacts in its so bad. Wish I could call into work but can't hope the babies are not fussy ,negative
Good morning everybody! Hope you didn't wake up to snow on the ground like we did. Arggghhh! My poor tulips; I can see them shivering ,negative
My Piggie is ill ,negative
I'm gonna go with bible bashing. Get them all the time round my way ,negative
Not matter how much time I spend in the sun I don't ever get a tan  just get silly freckles.,negative
awe girl im sorry   i hope you feel better!,negative
"The episode broke my heart, even though we'd speculated that this was what was coming   Will miss you terribly on the show.",negative
my throat is killing me ,negative
"Aww, no Emerald Dream? I was looking forward to questing with you later. ",negative
I've had a well unproductive morning! ,negative
Deep papercut on miles to go.  :/...listening to music.,negative
Last day of health class  so sad. @TomFelton those pancakes sound good! can i have some?,negative
Sick as shit.  I really want to drink some water. :/,negative
Ug msu got killed last night. Oh well unc out played them. I would have won 140 in the work pool if msu had won. ,negative
awwww mann i need followers im a loser ,negative
"You're all obsessed with this thing...So much to read, so little time! Got work in a few hours ",negative
Inadvertently I dressed jack in a light blue shirt. Sports fail ,negative
Feels like I'm really coming down with something ,negative
Having a really hard time focusing today ,negative
i want to visit @louise_hendy at work but i cant ,negative
"Been at the computer so much today, my vision is blurred ",negative
officially over. broken hearted ,negative
I think our coffee pot died ,negative
"Still in the center of Lincoln wandering aimlessly round shops, wish I cud think of something to o. iPhone running slow ",negative
why can't my pix be uploaded?!? ,negative
How'd you guess!? She's deaf actually. She's orf to t'clinic soon. Lost all her high frequency &amp; will have tinnitis forever ,negative
My gmail is down... oooooooooooohhhhhhhhh ,negative
you'll have to wait a few more months... the backyard is still snowy. ,negative
all smoked. my rabbit is so cute. but he hates me ,negative
stop showing off  UNFAIR!,negative
Photo field trip today. (: I just wish it wasn't so cold. ,negative
yeah i have. looked/phoned/knocked on doors/put up 'missing' posters. and....nothing.... ,negative
i tried to leave a comment for rx brown skin  it wouldnt let me,negative
wonders why I always don't have a signal? I'm using Globe  http://plurk.com/p/n1xjj,negative
is sooooooooo tired ,negative
Me = jealous. Wish I was at home ,negative
really wishes her jaw would stop hurting.  ,negative
So the weather officially got worse it is now snowing here ,negative
"Yeah I'm in my 8am, but my computer is about to die ",negative
I hate BM!!! ,negative
They are out of breakfast at school.  i want my smoothie,negative
myschooolfthought - no work  My browser says something in Arabic thats waaaayyyy beyond me. Ah well! You still with Google?,negative
Oh no - it's all gone to shit  http://is.gd/rc0L,negative
"how come whenever i am able to tweet, no one is there? and when i am busy, the most awesome conversations happen? sad face ",negative
If only it were that easy. The windows are locked and we're not allowed to open them. ,negative
"quaker oat squares are the best cereal. unfortunately, i was all out of them this morning and this makes me sad ",negative
Wow it's FREEZING today. Had to turn on the heat.  ,negative
Trying to get dan into the o.c....  it's not working,negative
"What, wait 'til it's online?! Aw man ",negative
�ber sick  Trying to muster up the strength to head into work....,negative
tired but cant sleep ,negative
"NO, that's not a funny thing    I've already collided enough worlds this week; it's a little weird.",negative
"I love House, but certainly did not appreciate the MASSIVE spoiler that was posted on my facebook news feed by the show! ",negative
"Long day of moving and painting with the fam, they even &quot;treated&quot; me to a huge McDonnalds dinner   people need to learn about health food",negative
Just has the worst presentation ever! ,negative
"You cant just pull out troops like that, troops protect civilians (Women and children) from Militia  its a slow process",negative
"Lucky! My Bebo's broken!  Says I have 112 friends, but doesn't display them!",negative
bloody hell. Sorry honey ,negative
LMAO i dont blame them... i got my breasts from my dads side of the fam 2... shame i dident get his eye colour though ,negative
"is having the worst springbreak ever! and the worst part, it's only tuesday MORNING  this is going to be a looong week.",negative
"is at work, and really freaking tired... ",negative
Ignored by who?  Hubby?  I'm sorry ,negative
nope  its fine i will just eat plain rice or something. wow we really have no food in this house,negative
ear infections blow ,negative
they have thankfully. Unfortunately after much loss of life ,negative
Falalala la... It's way too early to be tweeting but my stomach feels gnarly ,negative
My baby girl is under the weather - First time - feeling bad for her ,negative
"oops, hit enter! I'm not too bad today thanks - still hava bloody sore throat tho ",negative
"Twitter, you wound me ",negative
nay my friend.. i must apologize.. ,negative
F'n self-fulfilling prophecies!! ,negative
quitting my piano lesson this month. i was never excellent ,negative
"Fever, cold, cough and sunburn ",negative
We are on a one way road to hell &amp; I don't think Obama can do anything about it ,negative
I just hit a squirell  poor lil guy,negative
is BORED at work ,negative
Didn't get a chance to buy yarn today  Maybe tomorrow. Long day at work.,negative
I'm sorry about your job going away ,negative
stupid effin twitter won't let me upload a picture ,negative
Fuuuck. My heaaaad ,negative
so bitchy  you're breaking my heart Flad.,negative
I wonder if I can find a CL app for my phone?  I can't view Missed Connections at work.  ,negative
"Nope. I searched vanilla ice, vanilla, winkle, and rob van winkle, and got nothing... ",negative
"Went to get PSG boardgame, shop had sold out   Hello online shopping",negative
"Pizza Hut,well so much for the new  deals Waited 30 mins to get served,and then guess what no pasta no salad and 30 min wait for pizza ",negative
I'm pretty sure I have strep throat  I can't eat or drink. I need some TLC,negative
Can't get onto my computer gotta wait for slow ass IT to get up here ,negative
i'm so sorry. that's really not fair at all. ,negative
Going into work...even though I feel a little nauseous...  ,negative
Please don't call school off. ,negative
i don't want to go to schooooooool ,negative
Its been so....boring ,negative
"Just got to work..... here til 4:30... still no internet @ home  will get it up ASAP, tho!",negative
my shoulder is killing me oh my god i cant even move it ,negative
"Still pffffffffffffffffffffffffffff, I want to go home ",negative
I broke m.twitter.com too  http://twitpic.com/2ycz0,negative
Sabrina's not here.  im so bored.,negative
i hate being the first one in and the last one out. and it's been this way for a while now. ,negative
oh sweet jesus why oh why would you post that...nightmares ,negative
Is feeling extremely sick.  Have a banging headache and I fear I am going to see my lunch again.   Want my bed.,negative
Oh for a brain that is working properly - it's a little fogged up today ,negative
i feel really bad demi i realised i refered to u as ashtons mom a few days ago...sincere apologises to you and ashton ,negative
"TY 4 the suggestion, but I can't be around cooking food: I'm allergic to pork products &amp; just the smell can make me sick. ",negative
He did!   I watched it last night.  Whataaaaaaa jerk.  I'm soooo not rooting for him anymore!!,negative
My poor innocent tulips didn't stand a chance against East TN's screwed up weather. ,negative
"heh heh. You know, blip is hard. You can't find songs just like that . You have to fish'em outta other's lists. ",negative
you haven't even sais hello to some of your older followers ,negative
has a serious procrastination problem... ,negative
"I've just had a spider cruel all over my boot!  not nice,",negative
dislikes IDL for being so early in the morning. ,negative
keeping Belle home from school for the 2nd day in a row.  Ear infection and crazy seal-sounding cough. ,negative
"Wow! How disappointing! I, for one, really looked forward to them each quarter. ",negative
"Hello!!! I'm in class, you know I wanna hear the show, but i cant!!! ",negative
http://twitpic.com/2yczz - This is yk not feeding us ,negative
says Pau.wag ka na sad please..  http://plurk.com/p/n1zkg,negative
"Could it be bronchitis or is it just allergies??? UGH, I feel so sick ",negative
"I envy you too, neither my phone nor my Nabaztag managed to wake me up before 1pm today. ",negative
Nothing on iTunes Australia. ,negative
what has the country come to? Just b/c they do that in iraq that doesn't mean we do it  sad day,negative
Flack for things that aren't my fault?  Not cool. ,negative
oh I bet I got more than a lot of people... But I have a no reason to be up right now... ,negative
having knee checked out.  not feeling right. ,negative
"That needs a pre warning .. yuck  , topless or not",negative
so tired but have to get ready for school ,negative
"I'm so hungry, but the only place to eat right now is the bakery... there goes the workout ",negative
Someone somewhere didn't like Yubotu http://www.smartestgames.com/gotdhistory.php?id=158 ,negative
"2 hour break from work then no twitter for 5 hours, boss has put a ban on phones ",negative
Why is the net so slow today. So many sites are not opening ,negative
I am not digging the taste of water right now at all. ,negative
"giving the baby crackers and gingerale, he's sick ",negative
I hate global warming and i hate snow. ITS APRIL ffs. ,negative
On my way 2 class....I hate art history    Then its my Psyc class... then work for the rest of my day...I want to sleep!!,negative
OH NO!!!! I got woke up this mornin!! Bad thng to do  but I'm hella sick today for realz....,negative
Mah head hurts...advil not helping &amp; off to work I go...today is not gonna be fun ,negative
... but either full or 2 expensive - no space at home ,negative
Ugh where tje glass was pulled out of my foot still hurts. ,negative
my pc is erasing random files ... that doesn't sound good ,negative
is tired and has a headache. ,negative
"omg, I hear ya... It's horrid ",negative
@frenchiie. You should be going to study *points finger of shame*. I spent my lunch with my head in To Kill A Mockingbird. ,negative
Dad insisted on having a carwash at this friggin hour. I'm so tired already  he won't listen to me now I have to sit and wait.,negative
Missing my honey bunches today  ,negative
"alright so.... they taste alright, they are sticky..... and they collapsed on me  damn altittude. I will have to try again.",negative
"grrr... at home, sick... so depressed... ",negative
Off to Geology class  super tired.,negative
"is in class once again, but is not feeling well today ",negative
same... dont wanna go to work today  Care to give me the day off?? ;),negative
"yawn, the weather is going to be boring all week ",negative
That sucks. ,negative
is still so depressed about dr. kutner on house...   whyyyyyyyyyyyyyyy him?!,negative
well our high flying lifestyles and hectic social calenders mean we are doomed to keep missing each other ,negative
i look so scary right now!!! ,negative
"Yeah, I've heard that method is the most effective. The Indian food I had last night sure didn't do the trick. ",negative
Tuesday ... Long day ahead ... ,negative
"Sick again and it's definitely violating my multitasking. Cannot watch games, twitter and do my programming simultaneously ",negative
My coffee was not everything I wanted it to be ,negative
It is hard to have no cellphone... ,negative
"wow, that isn't right at all. ",negative
"Just tried to register for Austin Code Camp, but they had a server error ",negative
DONT do thaaat  or else i cant call you hot-dug anymore  HAHAHAHAHAHA,negative
"internets sl0wz sauce, have to stream in low quality... this isn't fun ",negative
is it seriously snowing in April ,negative
"Sigh, I went to bed early last night, and I'm STILL tired. ",negative
"still really really sore, in fact a little more than yesterday ",negative
In another boring meeting ,negative
has ridiously large volumnes of spam emai - inbox has been flooded for 5 days...  today is no better,negative
The morning sun is beautiful... But it is fucking freezing! I need the beach so terribly bad. ,negative
has a sore throat today. ,negative
I'm a hot mystic tan mess ,negative
reminds me of when i was working in the machine room for 4 days setting up servers. nearly went deaf ,negative
A robot just called my iPhone from UVA Credit Union saying they disabled my account. I don't have an account. Spam on cell phones now? ,negative
